,Unnamed: 0,movie,year,link,plot,budget,genres,homepage,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,azure_sentiments_Clmx,azure_sentiments_Dev,azure_sentiments_Cmp,azure_sentiments_Setup,delta21,delta32,delta43,avg_sentiment,roi
0,1,10 Cloverfield Lane,2016,/wiki/10_Cloverfield_Lane,"After breaking up with her boyfriend Ben, Michelle drives away from New Orleans. While in rural Louisiana, she hears news reports of blackouts in several major cities before she is sideswiped by a truck and knocked off the road, falling unconscious.Michelle wakes in a locked room within an underground bunker, her wounds tended to. Howard, the bunkers owner, tells her he brought her there for her protection, claiming that the air outside has been poisoned by nuclear or chemical fallout from an unknown force. Michelle is initially hostile towards Howard, but once she has calmed down, Howard takes her on a tour of the well-stocked bunker, and she meets Emmett, another survivor who found his way to it. Howard takes her to the viewport of the bunkers exit hatch, showing her two dead pigs outside as evidence of the fallout; Michelle also sees Howards truck, and recognizes it from the accident. Michelle privately relays her concerns about Howards motivations to Emmett.During their first dinner together, Michelle secretly takes Howards keys and makes her way to the hatch, but as she is about to open it, a woman, Leslie, covered in skin lesions, slams against the window demanding she be let in, then collapses. Michelle openly returns the keys and agrees that Howard was right. Howard admits to accidentally hitting her car in his panic to get to the shelter.While the trios relationship becomes more relaxed, Howard still shows intolerance towards Emmett and treats Michelle as a little girl; however, Howard opens up about his daughter who he states is ""not with us anymore"". Howard enlists Michelle to fix the air filtration unit when it fails since she is small enough to fit through the vents; while repairing it, she finds a locked skylight, with the word ""HELP"" scratched into its glass and visible to anyone outside. Further suspicious of Howard, Michelle and Emmett discover that Howards purported daughter was a young girl who had gone missing about two years earlier, and they suspect he abducted her to the bunker. They make plans to escape the bunker, creating a makeshift Hazmat suit behind Howards back. When Howard discovers tools and parts missing, he accuses the two of stealing them, threatening to immerse them in a barrel of perchloric acid. When Emmett takes sole responsibility, Howard coldly kills Emmett with a gun. In shock, Michelle is desperately making final preparations to leave, when she is surprised by Howard. She manages to escape from him with the suit. En route, she knocks over the acid barrel, which starts an electrical fire in the bunker. It later explodes, killing Howard.Michelle dons the suit and escapes the burning bunker onto Howards homestead. Seeing signs of living wildlife, she takes off the suits helmet, but then she suddenly sees a giant biomechanical alien spacecraft, drawn by the bunker fire. A quadrupedal creature drops from the craft and chases Michelle, forcing her to hide in a shed. She then races towards the farmhouse, but the craft appears and emits a green gas that forces Michelle back into the suit. Her delay allows mechanical appendages from the ship to capture her, but she is able to craft a Molotov cocktail from items in Howards truck to throw into the ship. The fireball causes the appendage to drop her, and she is able to take the dead womans car and escape.As she nears the Texas border she hears radio chatter instructing any survivors to head to Baton Rouge to evacuate, but also requesting the help of any able-bodied person in Houston. At a crossroads, she pauses a moment before driving off towards Houston. In the distance, a larger alien craft can be seen in the sky.",15000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",http://www.10cloverfieldlane.com/,333371,"[{""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2321, ""name"": ""bunker""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 9866, ""name"": ""basement""}, {""id"": 10833, ""name"": ""survivalist""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 15381, ""name"": ""captive""}]",en,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",53.698683,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Spectrum Effects"", ""id"": 78177}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/10/2016,108286421,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Monsters come in many forms.,10 Cloverfield Lane,6.8,2468,0.5,0.05973205,0.5,0.5,0,-0.44026795,0.44026795,0.293511967,7.219094733
1,2,13 Hours: The Secret Soldiers of Benghazi,2016,/wiki/13_Hours:_The_Secret_Soldiers_of_Benghazi,"In 2012, Benghazi, Libya is named one of the most dangerous places in the world, and countries have pulled their diplomatic offices out of the country in fear of an attack by militants. The United States, however, still has a diplomatic compound (not an official consulate) open in the city. Less than a mile away is a CIA outpost called ""The Annex"", which is protected by a team of private military contractors from Global Response Staff (GRS). New to the detail is Jack Silva, who arrives in Benghazi and is picked up by Tyrone ""Rone"" Woods, commander of the GRS team and a personal friend of Silva. Arriving at the Annex, Silva is introduced to the rest of the GRS team and the CIA Chief of Station, who constantly gives the team strict reminders to never engage the citizens.The U.S. Ambassador Chris Stevens arrives in Benghazi to maintain diplomatic connections amidst the political and social chaos. Despite warnings, Stevens decides to stay at the Special Mission with limited protection from five Diplomatic Security (DS) agents, principally, Scott Wickland and Dave Ubben, along with guards hired from the local February 17th Martyrs Brigade militia, nicknamed ""17-Feb"". On the morning of the eleventh anniversary of the September 11 attacks, Stevens notices suspicious men taking pictures of the compound and notifies his security detail. Back at the Annex, Silva finds out that his wife is pregnant.That night, a group of militants from Ansar al-Sharia assault the compound. The 17-Feb guards quickly surrender their posts, allowing the attackers easy access to the Special Mission compound. Wickland takes Stevens and Smith, an IT specialist, into the safe room. Unable to breach the safe room, the attackers set the building on fire hoping to burn the men out. Wickland is able to escape but loses both Stevens and Smith. At the Annex, the GRS team desperately wants to go to the compound to help, but the Chief refuses, fearing that the teams departure would expose the Annex. However, the team dispatches to the compound and meets up with the DS agents. Silva and Woods go into the building to try to find Stevens and Smith, but are only able to find Smiths body. The DS team from the compound retreats to the Annex; but after Wickland goes in the wrong direction, they are followed back to the Annex. Later, the GRS team also retreats to the Annex.Knowing an attack by the militants is imminent, the CIA staff of the Annex makes several desperate calls for help. The only help they can get is from Glen ""Bub"" Doherty, a GRS officer in Tripoli, who forms a team including two Delta operators that fly to Benghazi after several delays. Meanwhile, the GRS team fends off the militants as they try to breach the Annex perimeter. After repelling the largest attack wave, the Annex receives word from ISR that help is en route.The Tripoli GRS reinforcements arrive and begin preparing the CIA and DS staff to depart for the airport. The militants launch a mortar attack in which Ubben and Geist are wounded; Geists left arm is partially severed. Woods rushes to aid Geist and is killed by another mortar round. Doherty is also killed when a third mortar detonates directly in front of him.With the GRS team compromised, and the Annex now vulnerable, the remaining GRS operators watch as a convoy of vehicles rolls toward the Annex. Fearing the worst, the operators prepare to make a final stand, until it is revealed that the convoy is an element of the Libya Shield Force militia escorting the GRS reinforcements. They also find out that Stevens was found behind the compound, but was pronounced dead at the hospital.At the airport, the CIA staff and the wounded Geist board the plane to Tripoli while the remainder of the GRS team waits for the next plane with the bodies of Stevens, Smith, Woods and Doherty. Closing titles reveal that all of the surviving members of the Annex security team received contractor medals in a private ceremony and have since retired from the GRS team and live with their families (Geist was able to save his arm after several surgeries).",50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",http://www.thirteenhoursmovie.com/,300671,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1376, ""name"": ""assault rifle""}, {""id"": 3070, ""name"": ""mercenary""}, {""id"": 5272, ""name"": ""libya""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11115, ""name"": ""heroism""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 34061, ""name"": ""american abroad""}, {""id"": 34079, ""name"": ""death""}, {""id"": 209493, ""name"": ""21st century""}, {""id"": 214596, ""name"": ""cia agent""}, {""id"": 235476, ""name"": ""u.s. ambassador""}]",en,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,42.526529,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""Bay Films"", ""id"": 6734}, {""name"": ""Latina Pictures"", ""id"": 19108}, {""name"": ""Dune Films"", ""id"": 19477}]","[{""iso_3166_1"": ""MT"", ""name"": ""Malta""}, {""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/13/2016,69411370,144,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When everything went wrong, six men had the courage to do what was right.",13 Hours: The Secret Soldiers of Benghazi,7,938,0.090840459,0.5,0.205106646,0.5,-0.294893354,0.294893354,-0.409159541,0.332982083,1.3882274
3,4,21 Jump Street,2014,/wiki/21_Jump_Street_(film),"In 2005, scholarly student Morton Schmidt (Jonah Hill) and popular underachieving jock Greg Jenko (Channing Tatum) miss their school prom; Schmidt being rejected by the girl he asked to be his date and Jenko being barred from attending because of his grades. Seven years later, the duo meets again at the Police Academy and become friends and partners on bicycle patrol. They catch a break when they arrest Domingo (DeRay Davis), the leader of a one-percenter motorcycle gang, but are forced to release him after they failed to read him his Miranda rights.The duo is reassigned to a revived scheme from the 1980s, which specializes in infiltrating high schools. Captain Dickson (Ice Cube) assigns them to contain the spread of a synthetic drug called HFS at Sagan High School. He gives them new identities and enrolls them as students, giving them class schedules fitting their previous academic performances; Jenko taking mostly arts and humanities, and Schmidt taking mostly science classes, but the duo mixes up their identities. Schmidt gets a lead on HFS from classmate Molly (Brie Larson), and he and Jenko meet the schools main dealer, popular student Eric (Dave Franco). The two take HFS in front of him to maintain their cover. After experiencing the drugs effects, the duo discovers that Schmidts intelligence now makes him popular, while Jenkos lax attitude is frowned upon.Eric takes a liking to Schmidt, who develops a romantic interest in Molly. Jenko becomes friends with the students in his AP Chemistry class and finds himself becoming more interested in geeky hobbies and academic pursuits. Schmidt and Jenko throw a party at Schmidts parents house, where they are living during the course of their assignment, and invite Eric. During the party, a fight breaks out between Schmidt, Jenko, and some party crashers. Schmidt wins the fight, solidifying his social status and gaining Erics trust. Jenkos friends hack Erics phone to enable them to listen in on his conversations.At a party at Erics house, using the phone hack, Jenko and his friends overhear information about an upcoming meeting between Eric and his supplier, but also catch Schmidt making disparaging comments about Jenko. The rift between the duo grows as their new school life intrudes upon their official police work. Schmidt and Jenko track Eric to a cash transaction with the distributors of HFS – the motorcycle gang from the park – and a chase ensues on the freeway. They return to school, argue, and eventually begin fighting, which disrupts the school play. They are expelled from school and are removed from the Jump Street program.Eric, stressed and terrified, recruits Schmidt and Jenko as security for a deal taking place at the school prom. While dressing for the prom, Schmidt and Jenko rekindle their friendship. At the prom, they discover that the supplier is the physical education teacher, Mr. Walters (Rob Riggle), who created the drug accidentally and started selling it to the students to supplement his teachers salary. Having caught Eric smoking marijuana, he was able to persuade him into being his dealer.The motorcycle gang arrives for the deal but Molly interrupts them and starts arguing with Schmidt. As a result, the gang leader recognizes Schmidt and Jenko, and orders his men to kill them. Two of the gang members reveal themselves as undercover DEA agents Tom Hanson and Doug Penhall (Johnny Depp and Peter DeLuise), and former members of the 21 Jump Street program. In the ensuing gunfight, Hanson and Penhall are fatally wounded. Mr. Walters and Eric escape with the money and Molly as a hostage; the gang, Schmidt, and Jenko follow close behind. Jenko creates a homemade bomb and uses it to kill the gang. Mr. Walters shoots at Schmidt but Jenko takes the bullet to his arm, sparing Schmidts life. In response, Schmidt shoots Mr. Walters, unintentionally severing his penis. As they arrest Mr. Walters and Eric (in addition to successfully reading the Miranda rights), Schmidt and Jenko reconcile their relationship and Schmidt and Molly share a kiss.Both officers are congratulated and reinstated in Jump Street as Dickson gives them a new assignment: infiltrating a college.",42000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://www.21jumpstreet-movie.com/,64688,"[{""id"": 3230, ""name"": ""male friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 9964, ""name"": ""crude humor""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 167541, ""name"": ""buddy comedy""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",62.714026,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Stephen J. Cannell Productions"", ""id"": 5585}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/12/2012,201585328,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They thought the streets were mean. Then they went back to high school.,21 Jump Street,6.7,4074,0.868465781,0.5,0.899669647,0.5,0.399669647,-0.399669647,0.368465781,0.389268359,4.799650667
4,5,22 Jump Street,2014,/wiki/22_Jump_Street,"Two years following their success in the 21 Jump Street program, Schmidt (Jonah Hill) and Jenko (Channing Tatum) are back on the streets chasing narcotics. However, after failing in the pursuit of a group of drug dealers led by Ghost (Peter Stormare), Deputy Chief Hardy (Nick Offerman) puts the duo back on the program to work for Captain Dickson (Ice Cube) – now located across the street at 22 Jump Street. Their assignment is to go undercover as college students and locate the supplier of a drug known as ""WHY-PHY"" (Work Hard? Yes, Play Hard? Yes) that killed a student photographed buying it on campus from a dealer.At college, Jenko quickly makes friends with a pair of jocks named Zook (Wyatt Russell) and Rooster (Jimmy Tatro), they later become the prime suspects of the investigation. Jenko starts attending parties with the jocks who do not take as kindly to Schmidt. Meanwhile, Schmidt gets the attention of an art student, Maya (Amber Stevens), by feigning an interest in slam poetry. The two sleep together, to the disapproval of Mayas roommate Mercedes (Jillian Bell), and Schmidt later finds that Maya is the daughter of Captain Dickson, whom Schmidt bragged to about ""getting laid"", much to Dicksons fury. Despite sleeping together, Maya tells Schmidt not to take it seriously, and he starts to feel left out as Jenko bonds more and more with Zook who encourages him to join the football team.When Schmidt and Jenko are unable to identify the dealer, they visit Mr. Walters (Rob Riggle) and Eric (Dave Franco) in jail for advice. After confessing the two are having regular intercourse, Walters points out a unique tattoo on the arm of the dealer in the photograph. Whilst hanging out with Zook and Rooster, Jenko notices that Rooster does not have the tattoo but sees it on Zooks arm. Schmidt and Jenko are invited to join the fraternity led by the jocks, but Schmidt refuses, furthering the tension between the two as Jenko passes their requirements. They later realize that Zook is not the dealer but rather another customer. Soon afterwards, they find Ghost and his men on campus, but Ghost again evades them. Jenko reveals to Schmidt that he has been offered a football scholarship with Zook and is uncertain about his future as a police officer. Afterwards, Schmidt reveals his true identity and moves out of the dorm, angering Maya.Spring break arrives, and Schmidt goes after Ghost. He is joined by Jenko, so the two can have one final mission together. The pair head to the beach where Ghost is likely to be dealing WHY-PHY. Inside a bar, they find Mercedes, who is Ghosts daughter, giving instructions to other dealers. The pair, backed up by Dickson and the rest of Jump Street, ambush the meeting. Ghost flees, while Mercedes is knocked out by Schmidt. While pursuing Ghost, Jenko is shot in the shoulder. Ghost attempts to escape in a helicopter; Schmidt and Jenko manage to jump across to it, but they fall into the sea due to Jenkos injured arm. However, Jenko is able to throw a grenade into the helicopter. Ghost celebrates his victory prematurely while the grenade explodes, sending the totalled remains into the sea. Jenko tells Schmidt that he still wants to be a police officer as he believes their differences help their partnership, and the two reconcile in front of a cheering crowd. Dickson approaches them claiming to have a new mission undercover at a med school.During the credits, Jenko and Schmidt go on to a variety of undercover missions to different schools, which are portrayed as fictional sequels, an animated series, and a toy line. One mission features Detective Booker (Richard Grieco) while another sees the return of Ghost, who survived the helicopter explosion. In a post-credits scene, Walters reveals to Eric that he is late, implying he is pregnant.",50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",http://www.22jumpstreetmovie.com,187017,"[{""id"": 6270, ""name"": ""high school""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 167541, ""name"": ""buddy comedy""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",52.380982,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Cannell Studios"", ""id"": 9194}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""33andOut Productions"", ""id"": 34035}, {""name"": ""JHF Productions"", ""id"": 34036}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/5/2014,188441614,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They're not 21 anymore,22 Jump Street,7,3319,0.5,0.5,0.5,0.5,0,0,0,0,3.76883228
6,7,30 Minutes or Less,2011,/wiki/30_Minutes_or_Less,"Marijuana-smoking, Grand Rapids slacker pizza delivery driver Nick (Jesse Eisenberg) has trouble completing the ""30 Minutes or Less"" policy and is reprimanded by his boss Chris (Brett Gelman). Nicks school teacher friend Chet (Aziz Ansari) discovers that Nick slept with his twin sister, Kate (Dilshad Vadsaria), on the night of their high school graduation, causing Nick and Chet to end their friendship. Dwayne Mikowlski (Danny McBride) and Travis Cord (Nick Swardson), are miserable living under the shadow of Dwaynes domineering father, The Major (Fred Ward), who about 10 years prior won over $50 million in the lottery. Dwayne confides in lap-dancer Juicy (Bianca Kajlich) about his contempt for his father and Dwaynes presumed inheritance. At Traviss suggestion, he and Dwayne devise a plot to kidnap a complete stranger and strap a remote-controlled bomb to his chest. They order a pizza and wait for a driver to come to their hideout. When Nick arrives, Dwayne and Travis assault him and knock him unconscious.When Nick wakes up, he finds a vest rigged with explosives strapped and buckled onto his torso, with both a timer and a cellular phone-activated trigger. Dwayne and Travis tell him his situation: the bomb will detonate unless he robs a bank within 10 hours. They also threaten to detonate the bomb if Nick notifies the police. He goes to Chets school job and alerts him of the situation, to which he reluctantly accepts. En route to the bank, Nick manages to quit his job and then goes to see Kate for the last time. Nick and Chet hold up the bank and obtain money while the bank manager pulls the alarm, forcing Nick and Chet to flee quickly. Dwayne says he and Travis will meet Nick at an abandoned rail yard to make the exchange. Dwayne and Travis go to a restaurant instead as Dwayne calls up Juicy to get her hit-man ally and to head to the rail yard. Juicy and the hit man Chango (Michael Peña) arrive to pick up the money. Nick hands Chango the money and expects Chango to give him the code which will deactivate the bomb. However, Chet appears and strikes Chango with a metal bar while Nick incapacitates Juicy. The two grab the money and escape.Overly frustrated by the turn of events and when Nick refuses to answer the phone again, Dwayne activates the speed dial number on his phone for the bomb to explode, but Travis alters the numbers. Rethinking their plan, he and Dwayne head to Kates apartment in their masks and kidnap her. Chango breaks into the Majors house to find information regarding Dwaynes location and finds a hand-drawn map to the scrapyard. While there, the Major attacks him with a pen gun. The Major is then shot by Chango after a struggle. Upon applying some peroxide, Chango uses the information he found in Dwaynes room to head to the scrapyard. Dwayne threatens to kill Kate unless Nick meets up with him at the scrapyard.At the scrapyard, Dwayne gives Nick the code 69 69 69 to deactivate and unbuckle the bomb with just minutes to spare. Dwayne has them at gunpoint but Nick has Chet fake having a sniper on them by pointing with his laser pointer. After believing him, Dwayne and Travis drop their weapons and leave with the money. However, Nick is knocked out by Chango who now has Dwayne at gunpoint, demanding the money. Dwayne gives him the money but Chango decides to still kill him and is torched with a flamethrower by Travis. While being burned on the ground, Chango wounds Dwayne and shoots the gas tank on Traviss back, causing it to explode. Nick takes the money and leaves with Kate and Chet. Dwayne chases after Nick and steals the money and when he has Nick at gunpoint his van explodes, seemingly killing him. Nick reveals he reactivated the bomb and put it in Dwaynes van. While Chet looks at the money, it squirts blue dye on his face. In a post-credits scene, Dwayne (who survived the explosion), Travis, the Major recuperating in a wheelchair, and Juicy are seen in an advertisement for their new family business called ""Major Tan: Tanning Salon"".",28000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",http://30minutesorless.com/,62206,"[{""id"": 3330, ""name"": ""pizza delivery""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 5983, ""name"": ""pizza boy""}, {""id"": 9791, ""name"": ""number in title""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",25.039383,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",8/11/2011,40547440,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,A lot can happen in 30 minutes.,30 Minutes or Less,5.6,531,0.5,0.5,0.704427838,0.5,0.204427838,-0.204427838,0,0.136285226,1.448122857
7,8,300,2014,/wiki/300_(film),"In 479 BC, one year after the Battle of Thermopylae, Dilios, a hoplite in the Spartan Army, begins his story by depicting the life of Leonidas I from childhood to kingship via Spartan doctrine. Dilioss story continues and a Persian herald arrives at the gates of Sparta demanding ""earth and water"" as a token of submission to King Xerxes - the Spartans reply by throwing the envoy and his escort into a deep well. Leonidas then visits the Ephors, proposing a strategy to drive back the numerically superior Persians through the Hot Gates. His plan involves building a wall in order to funnel the Persians into a narrow pass between the rocks and the sea: negating the Persian advantage in numbers, and giving Greek heavy infantry the advantage over the vast waves of Persian light infantry. The Ephors consult the Oracle, who decrees that Sparta will not go to war during the Carneia. As Leonidas angrily departs, an agent from Xerxes appears, rewarding the Ephors for their covert support.Although the Ephors have denied him permission to mobilize Spartas army, Leonidas gathers three hundred of his best soldiers in the guise of his personal bodyguard. They are joined along the way by Arcadians. At Thermopylae, they construct the wall made up of stones and slain Persian scouts as mortar, angering a Persian emissary. Stelios, an elite Spartan soldier, orders the former to go back to the Persian lines and warn Xerxes, after cutting off his whipping arm.Meanwhile, Leonidas encounters Ephialtes, a deformed Spartan whose parents fled Sparta to spare him certain infanticide. Ephialtes asks to redeem his fathers name by joining Leonidas army, warning him of a secret path the Persians could use to outflank and surround the Spartans. Though sympathetic, Leonidas rejects him since his deformity physically prevents him from holding his shield high enough, potentially compromising the phalanx formation, and Ephialtes is enraged.The battle begins soon after the Spartans refusal to lay down their weapons. Using the Hot Gates to their advantage, as well as their superior fighting skills, the Spartans repel wave after wave of the advancing Persian army. During a lull in the battle, Xerxes personally approaches Leonidas to persuade him to surrender, offering him wealth and power in exchange for his allegiance. Leonidas declines and mocks Xerxes for the inferior quality of his fanatical warriors. In response, Xerxes sends in his elite guard, the Immortals, later that night. The Spartans nonetheless manage to defeat the Immortals with few losses, with slight help from the Arcadians.On the second day, Xerxes sends in new waves of armies from Asia and other Persian subject states, including war elephants, to crush the Spartans once and for all, but to no avail. Meanwhile, Ephialtes defects to Xerxes to whom he reveals the secret path in exchange for wealth, luxury, women, and a Persian uniform. The Arcadians retreat upon learning of Ephialtes betrayal, but the Spartans stay. Leonidas orders an injured but reluctant Dilios to return to Sparta and tell them of what has happened: a ""tale of victory"".In Sparta, Queen Gorgo tries to persuade the Spartan Council to send reinforcements to aid the 300. Theron, a corrupt politician, claims that he ""owns"" the Council and threatens the Queen, who reluctantly submits to his sexual demands in return for his help. When Theron disgraces her in front of the Council, Gorgo kills him out of rage, revealing within his robe a bag of Xerxes gold. Marking his betrayal, the Council unanimously agrees to send reinforcements. On the third day, the Persians, led by Ephialtes, traverse the secret path, encircling the Spartans. Xerxes general again demands their surrender. Leonidas seemingly kneels in submission, allowing Stelios to leap over him and kill the general. A furious Xerxes orders his troops to attack. Leonidas rises and throws his spear at Xerxes; barely missing him, the spear cuts across and wounds his face, proving the God-Kings mortality. Leonidas and the remaining Spartans fight to the last man until they finally succumb to an arrow barrage.Dilios, now back at Sparta, concludes his tale before the Council. Inspired by Leonidas sacrifice, Greece mobilizes. One year later, the Persians face an army of 30,000 free Greeks led by a vanguard of 10,000 Spartans. After one final speech commemorating the 300, Dilios, now head of the Spartan Army, leads them to war, against the Persians across the fields of Plataea.",65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]",http://300themovie.warnerbros.com,1271,"[{""id"": 3597, ""name"": ""evisceration""}, {""id"": 5538, ""name"": ""javelin""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8637, ""name"": ""fall from height""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 171603, ""name"": ""s.a.t.""}, {""id"": 190999, ""name"": ""minions""}]",en,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",65.197968,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/9/2006,422610419,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Spartans, prepare for glory!",300,7,4997,0.234150738,0.5,0.5,0.5,0,0,-0.265849262,0.088616421,6.501698754
